# spack find --format "{name},{version},{compiler},{variants},{arch}"
petsc,3.15.0,gcc@10.3.0,~X+batch~cgns~complex~cuda~debug+double~exodusii~fftw~giflib+hdf5+hypre~int64~jpeg~knl~libpng~libyaml~memkind+metis~mkl-pardiso~moab~mpfr+mpi~mumps~p4est~ptscotch~random123~saws+shared~suite-sparse+superlu-dist~trilinos~valgrind clanguage=C,cray-sles15-zen2
pfunit,3.3.3,cce@12.0.0,~docs~ipo~mpi~openmp+shared~use_comm_world build_type=RelWithDebInfo max_array_rank=5,cray-sles15-zen2
pfunit,3.3.3,cce@12.0.1,~docs~ipo~mpi~openmp+shared~use_comm_world build_type=RelWithDebInfo max_array_rank=5,cray-sles15-zen2
pfunit,3.3.3,gcc@10.2.0,~docs~ipo~mpi~openmp+shared~use_comm_world build_type=RelWithDebInfo max_array_rank=5,cray-sles15-zen2
pfunit,3.3.3,gcc@10.3.0,~docs~ipo~mpi~openmp+shared~use_comm_world build_type=RelWithDebInfo max_array_rank=5,cray-sles15-zen2
pinentry,1.1.1,gcc@7.5.0,,linux-sles15-x86_64
pixman,0.40.0,gcc@7.5.0,,linux-sles15-x86_64
pkgconf,1.7.4,cce@12.0.0,,cray-sles15-zen2
pkgconf,1.7.4,cce@12.0.1,,cray-sles15-zen2
pkgconf,1.7.4,gcc@7.5.0,,linux-sles15-x86_64
pkgconf,1.7.4,gcc@10.2.0,,cray-sles15-zen2
pkgconf,1.7.4,gcc@10.3.0,,cray-sles15-zen2
precice,2.2.1,gcc@10.2.0,~ipo+mpi+petsc~python+shared build_type=RelWithDebInfo,cray-sles15-zen2
precice,2.2.1,gcc@10.3.0,~ipo+mpi+petsc~python+shared build_type=RelWithDebInfo,cray-sles15-zen2
pumi,2.2.5,cce@12.0.0,~fortran~int64~ipo~shared+simmodsuite_version_check~zoltan build_type=RelWithDebInfo simmodsuite=none,cray-sles15-zen2
pumi,2.2.5,cce@12.0.1,~fortran~int64~ipo~shared+simmodsuite_version_check~zoltan build_type=RelWithDebInfo simmodsuite=none,cray-sles15-zen2
pumi,2.2.5,gcc@10.2.0,~fortran~int64~ipo~shared+simmodsuite_version_check~zoltan build_type=RelWithDebInfo simmodsuite=none,cray-sles15-zen2
pumi,2.2.5,gcc@10.3.0,~fortran~int64~ipo~shared+simmodsuite_version_check~zoltan build_type=RelWithDebInfo simmodsuite=none,cray-sles15-zen2
py-certifi,2020.6.20,gcc@7.5.0,,linux-sles15-x86_64
py-docutils,0.15.2,gcc@7.5.0,,linux-sles15-x86_64
py-mako,1.1.4,gcc@7.5.0,,linux-sles15-x86_64
py-markupsafe,1.1.1,gcc@7.5.0,,linux-sles15-x86_64
py-pyelftools,0.26,cce@12.0.0,,cray-sles15-zen2
py-pyelftools,0.26,cce@12.0.1,,cray-sles15-zen2
py-pyelftools,0.26,gcc@10.2.0,,cray-sles15-zen2
py-pyelftools,0.26,gcc@10.3.0,,cray-sles15-zen2
py-pygments,2.6.1,gcc@7.5.0,,linux-sles15-x86_64
py-setuptools,50.3.2,cce@12.0.0,,cray-sles15-zen2
py-setuptools,50.3.2,cce@12.0.1,,cray-sles15-zen2
py-setuptools,50.3.2,gcc@7.5.0,,linux-sles15-x86_64
py-setuptools,50.3.2,gcc@10.2.0,,cray-sles15-zen2
py-setuptools,50.3.2,gcc@10.3.0,,cray-sles15-zen2
py-toml,0.10.2,cce@12.0.0,,cray-sles15-zen2
py-toml,0.10.2,cce@12.0.1,,cray-sles15-zen2
py-toml,0.10.2,gcc@10.2.0,,cray-sles15-zen2
py-toml,0.10.2,gcc@10.3.0,,cray-sles15-zen2
python,3.8.10,gcc@7.5.0,+bz2+ctypes+dbm~debug+libxml2+lzma~nis~optimizations+pic+pyexpat+pythoncmd+readline+shared+sqlite3+ssl~tix~tkinter~ucs4+uuid+zlib patches=0d98e93189bc278fbc37a50ed7f183bd8aaf249a8e1670a465f0db6bb4f8cf87,linux-sles15-x86_64
python,3.8.10,cce@12.0.0,+bz2+ctypes+dbm~debug+libxml2+lzma~nis~optimizations+pic+pyexpat+pythoncmd+readline+shared+sqlite3+ssl~tix~tkinter~ucs4+uuid+zlib patches=0d98e93189bc278fbc37a50ed7f183bd8aaf249a8e1670a465f0db6bb4f8cf87,ebdca648c9c1d25f586d7e2a495b62e6d91973b55264a13d89eda1beff72ef56,cray-sles15-zen2
python,3.8.10,cce@12.0.1,+bz2+ctypes+dbm~debug+libxml2+lzma~nis~optimizations+pic+pyexpat+pythoncmd+readline+shared+sqlite3+ssl~tix~tkinter~ucs4+uuid+zlib patches=0d98e93189bc278fbc37a50ed7f183bd8aaf249a8e1670a465f0db6bb4f8cf87,ebdca648c9c1d25f586d7e2a495b62e6d91973b55264a13d89eda1beff72ef56,cray-sles15-zen2
python,3.8.10,gcc@10.2.0,+bz2+ctypes+dbm~debug+libxml2+lzma~nis~optimizations+pic+pyexpat+pythoncmd+readline+shared+sqlite3+ssl~tix~tkinter~ucs4+uuid+zlib patches=0d98e93189bc278fbc37a50ed7f183bd8aaf249a8e1670a465f0db6bb4f8cf87,ebdca648c9c1d25f586d7e2a495b62e6d91973b55264a13d89eda1beff72ef56,cray-sles15-zen2
python,3.8.10,gcc@10.2.0,+bz2+ctypes+dbm~debug+libxml2+lzma~nis~optimizations+pic+pyexpat+pythoncmd+readline+shared+sqlite3+ssl~tix~tkinter~ucs4+uuid+zlib patches=0d98e93189bc278fbc37a50ed7f183bd8aaf249a8e1670a465f0db6bb4f8cf87,ebdca648c9c1d25f586d7e2a495b62e6d91973b55264a13d89eda1beff72ef56,cray-sles15-zen2
python,3.8.10,gcc@10.3.0,+bz2+ctypes+dbm~debug+libxml2+lzma~nis~optimizations+pic+pyexpat+pythoncmd+readline+shared+sqlite3+ssl~tix~tkinter~ucs4+uuid+zlib patches=0d98e93189bc278fbc37a50ed7f183bd8aaf249a8e1670a465f0db6bb4f8cf87,ebdca648c9c1d25f586d7e2a495b62e6d91973b55264a13d89eda1beff72ef56,cray-sles15-zen2
python,3.8.10,gcc@10.3.0,+bz2+ctypes+dbm~debug+libxml2+lzma~nis~optimizations+pic+pyexpat+pythoncmd+readline+shared+sqlite3+ssl~tix~tkinter~ucs4+uuid+zlib patches=0d98e93189bc278fbc37a50ed7f183bd8aaf249a8e1670a465f0db6bb4f8cf87,ebdca648c9c1d25f586d7e2a495b62e6d91973b55264a13d89eda1beff72ef56,cray-sles15-zen2
python,3.8.10,gcc@7.5.0,+bz2+ctypes+dbm+debug+libxml2+lzma~nis~optimizations+pic+pyexpat+pythoncmd+readline+shared+sqlite3+ssl~tix~tkinter~ucs4+uuid+zlib patches=0d98e93189bc278fbc37a50ed7f183bd8aaf249a8e1670a465f0db6bb4f8cf87,linux-sles15-x86_64
qthreads,1.16,cce@12.0.0,+hwloc~spawn_cache+static scheduler=distrib stack_size=4096,cray-sles15-zen2
qthreads,1.16,cce@12.0.1,+hwloc~spawn_cache+static scheduler=distrib stack_size=4096,cray-sles15-zen2
qthreads,1.16,gcc@10.2.0,+hwloc~spawn_cache+static scheduler=distrib stack_size=4096,cray-sles15-zen2
qthreads,1.16,gcc@10.3.0,+hwloc~spawn_cache+static scheduler=distrib stack_size=4096,cray-sles15-zen2
raja,0.13.0,cce@12.0.0,~cuda+examples+exercises~ipo~openmp~rocm+shared~tests amdgpu_target=none build_type=RelWithDebInfo cuda_arch=none,cray-sles15-zen2
raja,0.13.0,cce@12.0.1,~cuda+examples+exercises~ipo~openmp~rocm+shared~tests amdgpu_target=none build_type=RelWithDebInfo cuda_arch=none,cray-sles15-zen2
raja,0.13.0,gcc@10.2.0,~cuda+examples+exercises~ipo~openmp~rocm+shared~tests amdgpu_target=none build_type=RelWithDebInfo cuda_arch=none,cray-sles15-zen2
raja,0.13.0,gcc@10.3.0,~cuda+examples+exercises~ipo~openmp~rocm+shared~tests amdgpu_target=none build_type=RelWithDebInfo cuda_arch=none,cray-sles15-zen2
randrproto,1.5.0,gcc@7.5.0,,linux-sles15-x86_64
readline,8.1,cce@12.0.0,,cray-sles15-zen2
readline,8.1,cce@12.0.1,,cray-sles15-zen2
readline,8.1,gcc@7.5.0,,linux-sles15-x86_64
readline,8.1,gcc@10.2.0,,cray-sles15-zen2
readline,8.1,gcc@10.3.0,,cray-sles15-zen2
recordproto,1.14.2,gcc@7.5.0,,linux-sles15-x86_64
renderproto,0.11.1,gcc@7.5.0,,linux-sles15-x86_64
rocblas,4.2.0,cce@12.0.0,~ipo build_type=RelWithDebInfo tensile_architecture=all,cray-sles15-zen2
rocblas,4.2.0,cce@12.0.1,~ipo build_type=RelWithDebInfo tensile_architecture=all,cray-sles15-zen2
rocblas,4.3.0,gcc@10.2.0,~ipo build_type=RelWithDebInfo tensile_architecture=all,cray-sles15-zen2
rocblas,4.3.0,gcc@10.3.0,~ipo build_type=RelWithDebInfo tensile_architecture=all,cray-sles15-zen2
rocsolver,4.2.0,cce@12.0.0,~ipo+optimal build_type=RelWithDebInfo,cray-sles15-zen2
rocsolver,4.2.0,cce@12.0.1,~ipo+optimal build_type=RelWithDebInfo,cray-sles15-zen2
rocsolver,4.3.0,gcc@10.2.0,~ipo+optimal build_type=RelWithDebInfo,cray-sles15-zen2
rocsolver,4.3.0,gcc@10.3.0,~ipo+optimal build_type=RelWithDebInfo,cray-sles15-zen2
rocsparse,4.2.0,cce@12.0.0,~ipo build_type=RelWithDebInfo,cray-sles15-zen2
rocsparse,4.2.0,cce@12.0.1,~ipo build_type=RelWithDebInfo,cray-sles15-zen2
rocsparse,4.3.0,gcc@10.2.0,~ipo build_type=RelWithDebInfo,cray-sles15-zen2
rocsparse,4.3.0,gcc@10.3.0,~ipo build_type=RelWithDebInfo,cray-sles15-zen2
rust,1.51.0,gcc@7.5.0,+analysis+clippy~rls+rustfmt+src extra_targets=none,linux-sles15-x86_64
scons,3.1.2,gcc@7.5.0,,linux-sles15-x86_64
screen,4.8.0,gcc@7.5.0, patches=755de623439b654453801dbbb09cce0f3f889a12ad1a060bf57147d5b2b5c295,linux-sles15-x86_64
serf,1.3.9,gcc@7.5.0,~debug patches=b6593a4dafea97d1bef13b5d57fecb1410f02452d7def51b31f76bf76a85c4ad,linux-sles15-x86_64
shared-mime-info,1.9,gcc@7.5.0,,linux-sles15-x86_64
slate,2021.05.02,gcc@10.2.0,~cuda~ipo+mpi+openmp+rocm+shared amdgpu_target=gfx908 build_type=RelWithDebInfo cuda_arch=none,cray-sles15-zen2
slate,2021.05.02,gcc@10.3.0,~cuda~ipo+mpi+openmp+rocm+shared amdgpu_target=gfx908 build_type=RelWithDebInfo cuda_arch=none,cray-sles15-zen2
slepc,3.15.0,gcc@10.2.0,+arpack~blopex,cray-sles15-zen2
slepc,3.15.0,gcc@10.3.0,+arpack~blopex,cray-sles15-zen2
snappy,1.1.8,cce@12.0.0,~ipo+pic+shared build_type=RelWithDebInfo patches=c9cfecb1f7a623418590cf4e00ae7d308d1c3faeb15046c2e5090e38221da7cd,cray-sles15-zen2
snappy,1.1.8,cce@12.0.1,~ipo+pic+shared build_type=RelWithDebInfo patches=c9cfecb1f7a623418590cf4e00ae7d308d1c3faeb15046c2e5090e38221da7cd,cray-sles15-zen2
snappy,1.1.8,gcc@10.2.0,~ipo+pic+shared build_type=RelWithDebInfo patches=c9cfecb1f7a623418590cf4e00ae7d308d1c3faeb15046c2e5090e38221da7cd,cray-sles15-zen2
snappy,1.1.8,gcc@10.3.0,~ipo+pic+shared build_type=RelWithDebInfo patches=c9cfecb1f7a623418590cf4e00ae7d308d1c3faeb15046c2e5090e38221da7cd,cray-sles15-zen2
sqlite,3.35.5,cce@12.0.0,+column_metadata+fts~functions~rtree,cray-sles15-zen2
sqlite,3.35.5,cce@12.0.1,+column_metadata+fts~functions~rtree,cray-sles15-zen2
sqlite,3.35.5,gcc@7.5.0,+column_metadata+fts~functions~rtree,linux-sles15-x86_64
sqlite,3.35.5,gcc@10.2.0,+column_metadata+fts~functions~rtree,cray-sles15-zen2
sqlite,3.35.5,gcc@10.3.0,+column_metadata+fts~functions~rtree,cray-sles15-zen2
stc,0.9.0,cce@12.0.0,,cray-sles15-zen2
stc,0.9.0,cce@12.0.1,,cray-sles15-zen2
stc,0.9.0,gcc@10.2.0,,cray-sles15-zen2
stc,0.9.0,gcc@10.3.0,,cray-sles15-zen2
subversion,1.14.0,gcc@7.5.0,~perl+serf,linux-sles15-x86_64
suite-sparse,5.9.0,cce@12.0.0,~cuda~openmp+pic~tbb,cray-sles15-zen2
suite-sparse,5.9.0,cce@12.0.1,~cuda~openmp+pic~tbb,cray-sles15-zen2
suite-sparse,5.9.0,gcc@10.2.0,~cuda~openmp+pic~tbb,cray-sles15-zen2
suite-sparse,5.9.0,gcc@10.3.0,~cuda~openmp+pic~tbb,cray-sles15-zen2
superlu,5.2.1,cce@12.0.0,+pic,cray-sles15-zen2
superlu,5.2.1,cce@12.0.1,+pic,cray-sles15-zen2
superlu,5.2.1,gcc@10.2.0,+pic,cray-sles15-zen2
superlu,5.2.1,gcc@10.3.0,+pic,cray-sles15-zen2
superlu-dist,6.4.0,cce@12.0.0,~cuda~int64~ipo~openmp+shared build_type=RelWithDebInfo cuda_arch=none,cray-sles15-zen2
superlu-dist,6.4.0,cce@12.0.1,~cuda~int64~ipo~openmp+shared build_type=RelWithDebInfo cuda_arch=none,cray-sles15-zen2
superlu-dist,6.4.0,gcc@10.2.0,~cuda~int64~ipo~openmp+shared build_type=RelWithDebInfo cuda_arch=none,cray-sles15-zen2
superlu-dist,6.4.0,gcc@10.3.0,~cuda~int64~ipo~openmp+shared build_type=RelWithDebInfo cuda_arch=none,cray-sles15-zen2
swig,4.0.2,cce@12.0.0,,cray-sles15-zen2
swig,4.0.2,cce@12.0.1,,cray-sles15-zen2
swig,4.0.2,gcc@7.5.0,,linux-sles15-x86_64
swig,4.0.2,gcc@10.2.0,,cray-sles15-zen2
swig,4.0.2,gcc@10.3.0,,cray-sles15-zen2
swig,4.0.2-fortran,cce@12.0.0,,cray-sles15-zen2
swig,4.0.2-fortran,cce@12.0.1,,cray-sles15-zen2
swig,4.0.2-fortran,gcc@10.2.0,,cray-sles15-zen2
swig,4.0.2-fortran,gcc@10.3.0,,cray-sles15-zen2
sz,2.1.11.1,cce@12.0.0,~fortran~hdf5~ipo~netcdf~pastri~python~random_access+shared~stats~time_compression build_type=RelWithDebInfo,cray-sles15-zen2
sz,2.1.11.1,cce@12.0.1,~fortran~hdf5~ipo~netcdf~pastri~python~random_access+shared~stats~time_compression build_type=RelWithDebInfo,cray-sles15-zen2
sz,2.1.11.1,gcc@10.2.0,~fortran~hdf5~ipo~netcdf~pastri~python~random_access+shared~stats~time_compression build_type=RelWithDebInfo,cray-sles15-zen2
sz,2.1.11.1,gcc@10.3.0,~fortran~hdf5~ipo~netcdf~pastri~python~random_access+shared~stats~time_compression build_type=RelWithDebInfo,cray-sles15-zen2
tar,1.34,cce@12.0.0,,cray-sles15-zen2
tar,1.34,cce@12.0.1,,cray-sles15-zen2
tar,1.34,gcc@7.5.0,,linux-sles15-x86_64
tar,1.34,gcc@10.2.0,,cray-sles15-zen2
tar,1.34,gcc@10.3.0,,cray-sles15-zen2
tasmanian,7.5,cce@12.0.0,~blas~cuda~fortran~ipo~magma~mpi+openmp~python+rocm~xsdkflags amdgpu_target=gfx908 build_type=Release cuda_arch=none,cray-sles15-zen2
tasmanian,7.5,cce@12.0.1,~blas~cuda~fortran~ipo~magma~mpi+openmp~python+rocm~xsdkflags amdgpu_target=gfx908 build_type=Release cuda_arch=none,cray-sles15-zen2
tasmanian,7.5,gcc@10.2.0,~blas~cuda~fortran~ipo~magma~mpi+openmp~python+rocm~xsdkflags amdgpu_target=gfx908 build_type=Release cuda_arch=none,cray-sles15-zen2
tasmanian,7.5,gcc@10.3.0,~blas~cuda~fortran~ipo~magma~mpi+openmp~python+rocm~xsdkflags amdgpu_target=gfx908 build_type=Release cuda_arch=none,cray-sles15-zen2
tcl,8.6.11,cce@12.0.0,,cray-sles15-zen2
tcl,8.6.11,cce@12.0.1,,cray-sles15-zen2
tcl,8.6.11,gcc@10.2.0,,cray-sles15-zen2
tcl,8.6.11,gcc@10.3.0,,cray-sles15-zen2
texinfo,6.5,cce@12.0.0, patches=12f6edb0c6b270b8c8dba2ce17998c580db01182d871ee32b7b6e4129bd1d23a,1732115f651cff98989cb0215d8f64da5e0f7911ebf0c13b064920f088f2ffe1,cray-sles15-zen2
texinfo,6.5,cce@12.0.1, patches=12f6edb0c6b270b8c8dba2ce17998c580db01182d871ee32b7b6e4129bd1d23a,1732115f651cff98989cb0215d8f64da5e0f7911ebf0c13b064920f088f2ffe1,cray-sles15-zen2
texinfo,6.5,gcc@7.5.0, patches=12f6edb0c6b270b8c8dba2ce17998c580db01182d871ee32b7b6e4129bd1d23a,1732115f651cff98989cb0215d8f64da5e0f7911ebf0c13b064920f088f2ffe1,linux-sles15-x86_64
texinfo,6.5,gcc@10.2.0, patches=12f6edb0c6b270b8c8dba2ce17998c580db01182d871ee32b7b6e4129bd1d23a,1732115f651cff98989cb0215d8f64da5e0f7911ebf0c13b064920f088f2ffe1,cray-sles15-zen2
texinfo,6.5,gcc@10.3.0, patches=12f6edb0c6b270b8c8dba2ce17998c580db01182d871ee32b7b6e4129bd1d23a,1732115f651cff98989cb0215d8f64da5e0f7911ebf0c13b064920f088f2ffe1,cray-sles15-zen2
tmux,3.1b,gcc@7.5.0,,linux-sles15-x86_64
trilinos,13.0.1,cce@12.0.0,~adios2~alloptpkgs+amesos+amesos2~amesos2basker+anasazi+aztec+belos+boost~cgns~chaco~complex~cuda~cuda_rdc~debug~dtk+epetra+epetraext~epetraextbtf~epetraextexperimental~epetraextgraphreorderings+exodus+explicit_template_instantiation~float+fortran+glm+gtest+hdf5~hwloc+hypre+ifpack+ifpack2~intrepid~intrepid2~ipo~isorropia+kokkos+matio~mesquite+metis~minitensor+ml+mpi+muelu+mumps+netcdf~nox+openmp~phalanx~piro~pnetcdf~python~rol~rythmos+sacado~scorec~shards+shared~shylu~stk~stokhos~stratimikos~strumpack+suite-sparse~superlu~superlu-dist~teko~tempus+teuchos+tpetra~trilinoscouplings~wrapper~x11~xsdkflags~zlib+zoltan+zoltan2 build_type=RelWithDebInfo cuda_arch=none cxxstd=11 gotype=long patches=2fb1cf3f166bc339bf5c87d1e0af15ea703ffe9b21c0fe3abd788a59e56e0832,cray-sles15-zen2
trilinos,13.0.1,cce@12.0.1,~adios2~alloptpkgs+amesos+amesos2~amesos2basker+anasazi+aztec+belos+boost~cgns~chaco~complex~cuda~cuda_rdc~debug~dtk+epetra+epetraext~epetraextbtf~epetraextexperimental~epetraextgraphreorderings+exodus+explicit_template_instantiation~float+fortran+glm+gtest+hdf5~hwloc+hypre+ifpack+ifpack2~intrepid~intrepid2~ipo~isorropia+kokkos+matio~mesquite+metis~minitensor+ml+mpi+muelu+mumps+netcdf~nox+openmp~phalanx~piro~pnetcdf~python~rol~rythmos+sacado~scorec~shards+shared~shylu~stk~stokhos~stratimikos~strumpack+suite-sparse~superlu~superlu-dist~teko~tempus+teuchos+tpetra~trilinoscouplings~wrapper~x11~xsdkflags~zlib+zoltan+zoltan2 build_type=RelWithDebInfo cuda_arch=none cxxstd=11 gotype=long patches=2fb1cf3f166bc339bf5c87d1e0af15ea703ffe9b21c0fe3abd788a59e56e0832,cray-sles15-zen2
trilinos,13.0.1,gcc@10.2.0,~adios2~alloptpkgs+amesos+amesos2~amesos2basker+anasazi+aztec+belos+boost~cgns~chaco~complex~cuda~cuda_rdc~debug~dtk+epetra+epetraext~epetraextbtf~epetraextexperimental~epetraextgraphreorderings+exodus+explicit_template_instantiation~float+fortran+glm+gtest+hdf5~hwloc+hypre+ifpack+ifpack2~intrepid~intrepid2~ipo~isorropia+kokkos+matio~mesquite+metis~minitensor+ml+mpi+muelu+mumps+netcdf~nox+openmp~phalanx~piro~pnetcdf~python~rol~rythmos+sacado~scorec~shards+shared~shylu~stk~stokhos~stratimikos~strumpack+suite-sparse~superlu~superlu-dist~teko~tempus+teuchos+tpetra~trilinoscouplings~wrapper~x11~xsdkflags~zlib+zoltan+zoltan2 build_type=RelWithDebInfo cuda_arch=none cxxstd=11 gotype=long,cray-sles15-zen2
trilinos,13.0.1,gcc@10.3.0,~adios2~alloptpkgs+amesos+amesos2~amesos2basker+anasazi+aztec+belos+boost~cgns~chaco~complex~cuda~cuda_rdc~debug~dtk+epetra+epetraext~epetraextbtf~epetraextexperimental~epetraextgraphreorderings+exodus+explicit_template_instantiation~float+fortran+glm+gtest+hdf5~hwloc+hypre+ifpack+ifpack2~intrepid~intrepid2~ipo~isorropia+kokkos+matio~mesquite+metis~minitensor+ml+mpi+muelu+mumps+netcdf~nox+openmp~phalanx~piro~pnetcdf~python~rol~rythmos+sacado~scorec~shards+shared~shylu~stk~stokhos~stratimikos~strumpack+suite-sparse~superlu~superlu-dist~teko~tempus+teuchos+tpetra~trilinoscouplings~wrapper~x11~xsdkflags~zlib+zoltan+zoltan2 build_type=RelWithDebInfo cuda_arch=none cxxstd=11 gotype=long,cray-sles15-zen2
turbine,1.3.0,cce@12.0.0,~hdf5~python~r,cray-sles15-zen2
turbine,1.3.0,cce@12.0.1,~hdf5~python~r,cray-sles15-zen2
turbine,1.3.0,gcc@10.2.0,~hdf5~python~r,cray-sles15-zen2
turbine,1.3.0,gcc@10.3.0,~hdf5~python~r,cray-sles15-zen2
umap,2.1.0,cce@12.0.0,~ipo~logging~tests build_type=RelWithDebInfo,cray-sles15-zen2
umap,2.1.0,cce@12.0.1,~ipo~logging~tests build_type=RelWithDebInfo,cray-sles15-zen2
umap,2.1.0,gcc@10.2.0,~ipo~logging~tests build_type=RelWithDebInfo,cray-sles15-zen2
umap,2.1.0,gcc@10.3.0,~ipo~logging~tests build_type=RelWithDebInfo,cray-sles15-zen2
umpire,4.1.2,cce@12.0.0,+c~cuda~deviceconst+examples~fortran~ipo~numa~openmp~rocm+shared amdgpu_target=none build_type=RelWithDebInfo cuda_arch=none patches=7d912d31cd293df005ba74cb96c6f3e32dc3d84afff49b14509714283693db08 tests=none,cray-sles15-zen2
umpire,4.1.2,cce@12.0.1,+c~cuda~deviceconst+examples~fortran~ipo~numa~openmp~rocm+shared amdgpu_target=none build_type=RelWithDebInfo cuda_arch=none patches=7d912d31cd293df005ba74cb96c6f3e32dc3d84afff49b14509714283693db08 tests=none,cray-sles15-zen2
umpire,4.1.2,gcc@10.2.0,+c~cuda~deviceconst+examples~fortran~ipo~numa~openmp~rocm+shared amdgpu_target=none build_type=RelWithDebInfo cuda_arch=none patches=7d912d31cd293df005ba74cb96c6f3e32dc3d84afff49b14509714283693db08 tests=none,cray-sles15-zen2
umpire,4.1.2,gcc@10.3.0,+c~cuda~deviceconst+examples~fortran~ipo~numa~openmp~rocm+shared amdgpu_target=none build_type=RelWithDebInfo cuda_arch=none patches=7d912d31cd293df005ba74cb96c6f3e32dc3d84afff49b14509714283693db08 tests=none,cray-sles15-zen2
utf8proc,2.4.0,gcc@7.5.0,~ipo build_type=RelWithDebInfo,linux-sles15-x86_64
util-linux-uuid,2.36.2,cce@12.0.0,,cray-sles15-zen2
util-linux-uuid,2.36.2,cce@12.0.1,,cray-sles15-zen2
util-linux-uuid,2.36.2,gcc@7.5.0,,linux-sles15-x86_64
util-linux-uuid,2.36.2,gcc@10.2.0,,cray-sles15-zen2
util-linux-uuid,2.36.2,gcc@10.3.0,,cray-sles15-zen2
util-macros,1.19.1,cce@12.0.0,,cray-sles15-zen2
util-macros,1.19.1,cce@12.0.1,,cray-sles15-zen2
util-macros,1.19.1,gcc@7.5.0,,linux-sles15-x86_64
util-macros,1.19.1,gcc@10.2.0,,cray-sles15-zen2
util-macros,1.19.1,gcc@10.3.0,,cray-sles15-zen2
vim,8.2.2541,gcc@7.5.0,~big~cscope~gui~huge~lua~normal~perl~python~ruby~small~tiny~x,linux-sles15-x86_64
wget,1.21,gcc@7.5.0,~libpsl~pcre~python+zlib ssl=openssl,linux-sles15-x86_64
xcb-proto,1.14.1,gcc@7.5.0,,linux-sles15-x86_64
xerces-c,3.2.3,gcc@10.2.0, cxxstd=default netaccessor=curl transcoder=iconv,cray-sles15-zen2
xerces-c,3.2.3,gcc@10.3.0, cxxstd=default netaccessor=curl transcoder=iconv,cray-sles15-zen2
xextproto,7.3.0,gcc@7.5.0,,linux-sles15-x86_64
xkbcomp,1.4.4,gcc@7.5.0,,linux-sles15-x86_64
xkbdata,1.0.1,gcc@7.5.0,,linux-sles15-x86_64
xproto,7.0.31,gcc@7.5.0,,linux-sles15-x86_64
xrandr,1.5.0,gcc@7.5.0,,linux-sles15-x86_64
xtrans,1.3.5,gcc@7.5.0,,linux-sles15-x86_64
xz,5.2.5,cce@12.0.0,~pic libs=shared,static,cray-sles15-zen2
xz,5.2.5,cce@12.0.1,~pic libs=shared,static,cray-sles15-zen2
xz,5.2.5,gcc@7.5.0,~pic libs=shared,static,linux-sles15-x86_64
xz,5.2.5,gcc@10.2.0,~pic libs=shared,static,cray-sles15-zen2
xz,5.2.5,gcc@10.3.0,~pic libs=shared,static,cray-sles15-zen2
xz,5.2.5,gcc@10.2.0,+pic libs=shared,static,cray-sles15-zen2
xz,5.2.5,gcc@10.3.0,+pic libs=shared,static,cray-sles15-zen2
z3,4.8.9,gcc@7.5.0,+python,linux-sles15-x86_64
zfp,0.5.5,cce@12.0.0,~aligned~c~cuda~fasthash~fortran~ipo~openmp~profile~python+shared~strided~twoway bsws=64 build_type=RelWithDebInfo cuda_arch=none,cray-sles15-zen2
zfp,0.5.5,cce@12.0.1,~aligned~c~cuda~fasthash~fortran~ipo~openmp~profile~python+shared~strided~twoway bsws=64 build_type=RelWithDebInfo cuda_arch=none,cray-sles15-zen2
zfp,0.5.5,gcc@10.2.0,~aligned~c~cuda~fasthash~fortran~ipo~openmp~profile~python+shared~strided~twoway bsws=64 build_type=RelWithDebInfo cuda_arch=none,cray-sles15-zen2
zfp,0.5.5,gcc@10.3.0,~aligned~c~cuda~fasthash~fortran~ipo~openmp~profile~python+shared~strided~twoway bsws=64 build_type=RelWithDebInfo cuda_arch=none,cray-sles15-zen2
zlib,1.2.11,cce@12.0.0,+optimize+pic+shared patches=e93f7400712c2814905815204dadbdebcb91dc77dd586f60cbc82efa102fb539,cray-sles15-zen2
zlib,1.2.11,cce@12.0.1,+optimize+pic+shared patches=e93f7400712c2814905815204dadbdebcb91dc77dd586f60cbc82efa102fb539,cray-sles15-zen2
zlib,1.2.11,gcc@7.5.0,+optimize+pic+shared,linux-sles15-x86_64
zlib,1.2.11,gcc@10.2.0,+optimize+pic+shared,cray-sles15-zen2
zlib,1.2.11,gcc@10.3.0,+optimize+pic+shared,cray-sles15-zen2
zsh,5.8,cce@12.0.0,+skip-tcsetpgrp-test,cray-sles15-zen2
zsh,5.8,cce@12.0.1,+skip-tcsetpgrp-test,cray-sles15-zen2
zsh,5.8,gcc@10.2.0,+skip-tcsetpgrp-test,cray-sles15-zen2
zsh,5.8,gcc@10.3.0,+skip-tcsetpgrp-test,cray-sles15-zen2
zstd,1.5.0,cce@12.0.0,~ipo~legacy~lz4~lzma+multithread+programs+shared+static~zlib build_type=RelWithDebInfo,cray-sles15-zen2
zstd,1.5.0,cce@12.0.1,~ipo~legacy~lz4~lzma+multithread+programs+shared+static~zlib build_type=RelWithDebInfo,cray-sles15-zen2
zstd,1.5.0,gcc@7.5.0,~ipo~legacy~lz4~lzma+multithread+programs+shared+static~zlib build_type=RelWithDebInfo,linux-sles15-x86_64
zstd,1.5.0,gcc@10.2.0,~ipo~legacy~lz4~lzma+multithread+programs+shared+static~zlib build_type=RelWithDebInfo,cray-sles15-zen2
